virus_name	viral_acc	virus_taxid	virus_lineage	evidence	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Streptomyces phage WheeHeim	NC_055060	2500797	k__Viruses;p__Preplasmiviricota;c__Tectiliviricetes;o__Kalamavirales;f__Tectiviridae;g__Deltatectivirus;s__Streptomyces virus WheeHeim;t__	RefSeq	Streptomyces scabiei	1930	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces scabiei;t__	species	Streptomyces scabiei	['GCF_000091305.1']	GCF_000091305.1	Represent	Complete Genome	1930	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces scabiei;t__
Streptomyces phage Wollford	NC_048722	2283267	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Karimacvirus;s__Streptomyces virus Wollford;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Yaboi	NC_048730	2301621	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Karimacvirus;s__Streptomyces virus Yaboi;t__	RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces phage Yasdnil	NC_054678	2593360	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces phage Yasdnil;t__	NCBI Virus, RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage YDN12	NC_028974	1636183	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Woodruffvirus;s__Streptomyces virus YDN12;t__	RefSeq	Streptomyces griseus subsp. griseus	67263	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__Streptomyces griseus subsp. griseus	subspecies	Streptomyces griseus subsp. griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	67263	subspecies	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__Streptomyces griseus subsp. griseus
Streptomyces phage Zemlya	NC_021339	1327760	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces virus Zemlya;t__	RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces virus phiBT1	NC_004664	225588	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Lomovskayavirus;s__Streptomyces virus phiBT1;t__	NCBI Virus, RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces virus phiC31	NC_001978	10719	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Lomovskayavirus;s__Streptomyces virus phiC31;t__	UniProt	Streptomyces coelicolor	1902	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__	species	Streptomyces coelicolor	['GCF_013317105.1', 'GCF_008931305.1', 'GCF_000203835.1(suppressed)']	GCF_013317105.1	Unreference	Complete Genome	1902	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__
Streptomyces virus TG1	NC_018853	374422	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Tigunavirus;s__Streptomyces virus TG1;t__	NCBI Virus, RefSeq	Streptomyces avermitilis	33903	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces avermitilis;t__	species	Streptomyces avermitilis	['GCF_000009765.2']	GCF_000009765.2	Represent	Complete Genome	33903	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces avermitilis;t__
Stx converting phage vB_EcoS_P27	NC_049925	1792287	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Traversvirus;s__Escherichia virus P27;t__	Literature	Escherichia coli str. K-12 substr. MG1655	511145	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli K-12	no rank	Escherichia coli str. K-12 substr. MG1655	['GCF_000005845.2']	GCF_000005845.2	Reference	Complete Genome	511145	no rank	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli K-12
Stx converting phage vB_EcoS_ST2-8624	NC_049922	1792289	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Traversvirus;s__Enterobacteria virus ST2-8624;t__	Literature	Escherichia coli O157:H7	83334	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	serotype	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Stx1 converting phage AU5Stx1	NC_049920	1855815	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Traversvirus;s__Escherichia virus AU5Stx1;t__	Literature	Escherichia coli K-12	83333	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli K-12	strain	Escherichia coli K-12	['GCF_000005845.2']	GCF_000005845.2	Reference	Complete Genome	83333	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli K-12
Stx1 converting phage AU6Stx1	NC_049921	1855816	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Traversvirus;s__Escherichia virus AU6Stx1;t__	Literature	Escherichia coli K-12	83333	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli K-12	strain	Escherichia coli K-12	['GCF_000005845.2']	GCF_000005845.2	Reference	Complete Genome	83333	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli K-12
Stx2 converting phage I	AP004402	180816	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Traversvirus;s__Escherichia virus 933W;t__	RefSeq	Escherichia coli O157:H7	83334	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	serotype	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Stx2-converting phage 1717	NC_011357	563769	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Pankowvirus;s__Escherichia virus 1717;t__	RefSeq	Escherichia coli O157:H7	83334	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	serotype	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Stx2-converting phage 86	NC_008464	379329	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Traversvirus;s__Escherichia virus 86;t__	RefSeq	Escherichia coli	562	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	species	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Stx2-converting phage Stx2a_F451	NC_049924	1226255	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Traversvirus;s__Escherichia virus F451;t__	RefSeq	Escherichia coli O157:H7	83334	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	serotype	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Stx2-converting phage Stx2a_WGPS2	NC_049941	1226260	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Sawaravirus;s__Escherichia virus WGPS2;t__	RefSeq	Escherichia coli O157:H7	83334	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	serotype	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Stx2-converting phage Stx2a_WGPS6	NC_049945	1226262	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Pankowvirus;s__Escherichia virus WGPS6;t__	RefSeq	Escherichia coli O157:H7	83334	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	serotype	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Stx2-converting phage Stx2a_WGPS8	NC_049944	1226263	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Pankowvirus;s__Escherichia virus WGPS8;t__	RefSeq	Escherichia coli O157:H7	83334	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	serotype	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Stx2-converting phage Stx2a_WGPS9	NC_049923	1226258	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Traversvirus;s__Escherichia virus WGPS9;t__	RefSeq	Escherichia coli O157:H7	83334	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	serotype	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Sulfitobacter phage NYA-2014a	NC_027299	1526550	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__;s__Sulfitobacter phage NYA-2014a;t__	NCBI Virus, RefSeq	Sulfitobacter sp. CB2047	1525218	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__	species	Sulfitobacter sp. CB2047	['GCF_000735125.2']	GCF_000735125.2	Unreference	Complete Genome	1525218	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__
Sulfitobacter phage pCB2047-A	NC_020858	754045	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__;s__Sulfitobacter phage pCB2047-A;t__	NCBI Virus, RefSeq	Sulfitobacter sp. CB2047	1525218	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__	species	Sulfitobacter sp. CB2047	['GCF_000735125.2']	GCF_000735125.2	Unreference	Complete Genome	1525218	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__
Sulfitobacter phage pCB2047-C	NC_020856	754043	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__;s__Sulfitobacter phage pCB2047-C;t__	NCBI Virus, RefSeq	Sulfitobacter sp. CB2047	1525218	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__	species	Sulfitobacter sp. CB2047	['GCF_000735125.2']	GCF_000735125.2	Unreference	Complete Genome	1525218	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__
Sulfitobacter phage phiCB2047-B	NC_020862	754046	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Schitoviridae;g__Raunefjordenvirus;s__Sulfitobacter virus phiCB2047B;t__	RefSeq	Sulfitobacter sp. CB2047	1525218	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__	species	Sulfitobacter sp. CB2047	['GCF_000735125.2']	GCF_000735125.2	Unreference	Complete Genome	1525218	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__
Sulfolobus ellipsoid virus 1	NC_042347	2056194	k__Viruses;p__;c__;o__;f__Ovaliviridae;g__Alphaovalivirus;s__Sulfolobus ellipsoid virus 1;t__	NCBI Virus, RefSeq	Sulfolobus sp. A20	1891280	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus sp. A20;t__	species	Sulfolobus sp. A20	['GCF_001719125.1']	GCF_001719125.1	Unreference	Complete Genome	1891280	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus sp. A20;t__
Sulfolobus filamentous virus 1	NC_048037	2304198	k__Viruses;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__Lipothrixviridae;g__Alphalipothrixvirus;s__Alphalipothrixvirus SFV1;t__	UniProt	Saccharolobus shibatae	2286	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus shibatae;t__	species	Saccharolobus shibatae	['GCF_019175345.1']	GCF_019175345.1	Represent	Complete Genome	2286	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus shibatae;t__
Sulfolobus islandicus filamentous virus	NC_003214	176106	k__Viruses;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__Lipothrixviridae;g__Betalipothrixvirus;s__Sulfolobus islandicus filamentous virus;t__	NCBI Virus, RefSeq, UniProt	Sulfolobus islandicus	43080	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__	species	Sulfolobus islandicus	['GCF_000024305.1']	GCF_000024305.1	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
Sulfolobus islandicus rod-shaped virus 1	NC_004087	157898	k__Viruses;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__Rudiviridae;g__Icerudivirus;s__Icerudivirus SIRV1;t__	RefSeq, UniProt	Sulfolobus islandicus	43080	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__	species	Sulfolobus islandicus	['GCF_000024305.1']	GCF_000024305.1	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
Sulfolobus islandicus rod-shaped virus 10	NC_034625	1983545	k__Viruses;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__Rudiviridae;g__Usarudivirus;s__Usarudivirus SIRV10;t__	RefSeq	Sulfolobus islandicus	43080	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__	species	Sulfolobus islandicus	['GCF_000024305.1']	GCF_000024305.1	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
Sulfolobus islandicus rod-shaped virus 11	NC_034624	1983546	k__Viruses;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__Rudiviridae;g__Usarudivirus;s__Usarudivirus SIRV11;t__	RefSeq	Sulfolobus islandicus	43080	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__	species	Sulfolobus islandicus	['GCF_000024305.1']	GCF_000024305.1	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
Sulfolobus islandicus rod-shaped virus 2	NC_004086	157899	k__Viruses;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__Rudiviridae;g__Icerudivirus;s__Icerudivirus SIRV2;t__	RefSeq, UniProt	Sulfolobus islandicus	43080	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__	species	Sulfolobus islandicus	['GCF_000024305.1']	GCF_000024305.1	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
Sulfolobus islandicus rod-shaped virus 4	NC_034628	1983547	k__Viruses;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__Rudiviridae;g__Usarudivirus;s__Usarudivirus SIRV4;t__	RefSeq	Sulfolobus islandicus	43080	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__	species	Sulfolobus islandicus	['GCF_000024305.1']	GCF_000024305.1	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
Sulfolobus islandicus rod-shaped virus 5	NC_034621	1983548	k__Viruses;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__Rudiviridae;g__Usarudivirus;s__Usarudivirus SIRV5;t__	RefSeq	Sulfolobus islandicus	43080	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__	species	Sulfolobus islandicus	['GCF_000024305.1']	GCF_000024305.1	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
