viral.accn,Virus.name,Reported.host.name,Host.accn,Matched.RefSeq.name,Host.taxid,Domain,Phylum,Class,Order,Family,Genus,Species,
JN699004,Mycobacterium phage Ares,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN699009,Mycobacterium phage ThreeOh3D2,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN699010,Mycobacterium phage TallGrassMM,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN699013,Mycobacterium phage Pio,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN699014,Mycobacterium phage Nova,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN699018,Mycobacterium phage Kamiyu,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN699625,Mycobacterium phage Wally,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JQ809701,Mycobacterium phage Flux,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JQ896627,Mycobacterium phage ICleared,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JQ911768,Mycobacterium phage Ava3,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JX042578,Mycobacteriophage ElTiger69,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JX307703,Mycobacterium phage Sabertooth,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JX507079,Acidithiobacillus phage AcaML1,Acidithiobacillus caldus ATCC 51756,GCF_000175575.2,Acidithiobacillus caldus ATCC 51756 strain=ATCC 51756,637389,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus caldus,
JX649096,Mycobacterium phage Serpentine,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JX649097,Mycobacterium phage Piglet,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JX649098,Mycobacterium phage Nacho,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JX649099,Mycobacterium phage Gyarad,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JX649100,Mycobacterium phage Alex,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KC237308,Enterobacteria phage ID204 Moscow/ID,Escherichia coli C,GCF_003287245.1,Escherichia coli strain=C,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
KC348602,Streptococcus phage phi891591,Streptococcus suis 89/1591,GCF_000167375.1,Streptococcus suis 89/1591 strain=89/1591,286604,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,
KC348603,Streptococcus phage phiD12,Streptococcus suis D12,GCF_000231905.1,Streptococcus suis D12 strain=D12,1004952,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,
KC413987,Streptococcus phage phiSS12,Streptococcus suis SS12,GCF_000231865.1,Streptococcus suis SS12 strain=SS12,1005041,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,
KC413988,Streptococcus phage phiST1,Streptococcus suis ST1,GCF_000231925.1,Streptococcus suis ST1 strain=ST1,1004951,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,
KC595511,Bacillus phage Basilisk,Bacillus cereus BGSC 6E1,GCF_000160915.1,Bacillus cereus BGSC 6E1 strain=BGSC 6E1,526970,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,
KC661271,Mycobacterium phage Dhanush,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KC661272,Mycobacterium phage Methuselah,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KC661274,Mycobacterium phage SDcharge11,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KC661276,Mycobacterium phage Winky,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KC691254,Mycobacterium phage Breezona,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KC821629,Cellulophaga phage phi38:2,Cellulophaga baltica NN016038,GCF_000477035.2,Cellulophaga baltica NN016038 strain=NN016038 ,1348585,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica,
KF005318,Alteromonas phage vB_AmaP_AD45-P3,Alteromonas macleodii str. 'Balearic Sea AD45',GCF_000300175.1,Alteromonas macleodii str. 'Balearic Sea AD45',1004787,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,
KF005319,Alteromonas phage vB_AmaP_AD45-P4,Alteromonas macleodii str. 'Balearic Sea AD45',GCF_000300175.1,Alteromonas macleodii str. 'Balearic Sea AD45',1004787,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,
KF005320,Alteromonas phage vB_AmaP_AD45-P2,Alteromonas macleodii str. 'Balearic Sea AD45',GCF_000300175.1,Alteromonas macleodii str. 'Balearic Sea AD45',1004787,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,
KF017927,Mycobacterium phage Odin,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KF024733,Mycobacterium phage Medusa,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KF024734,Mycobacterium phage Shrimp,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KF114876,Leptospira phage vB_LalZ_80412-LE1,Leptospira alstonii serovar Pingchang str. 80-412,GCF_000332555.2,Leptospira alstonii serovar Pingchang str. 80-412 strain=80-412,1218564,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira alstonii,
KF114877,Leptospira phage vB_LnoZ_CZ214-LE1,Leptospira noguchii serovar Panama str. CZ214,GCF_000306255.2,Leptospira noguchii serovar Panama str. CZ214 strain=CZ214,1001595,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira noguchii,
KF114878,Leptospira phage vb_LkmZ_Bejolso9-LE1,Leptospira kmetyi serovar Malaysia str. Bejo-Iso9,GCF_000243735.2,Leptospira kmetyi serovar Malaysia str. Bejo-Iso9 strain=Bejo-Iso9,1049970,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira kmetyi,
KF114879,Leptospira phage vB_LbrZ_5399-LE1,Leptospira broomii serovar Hurstbridge str. 5399,GCF_000243715.2,Leptospira broomii serovar Hurstbridge str. 5399 strain=5399,1049789,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira broomii,
KF114880,Leptospira phage vB_LinZ_10-LE1,Leptospira inadai serovar Lyme str. 10,GCF_000243675.2,Leptospira inadai serovar Lyme str. 10 strain=10,1049790,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira inadai,
KF156339,Synechococcus phage S-MbCM25,Synechococcus sp. WH 7803,GCF_000063505.1,Synechococcus sp. WH 7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
KF188414,Mycobacterium phage ABCat,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KF279413,Mycobacterium phage Bane2,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KF279416,Mycobacterium phage SargentShorty9,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KF493883,Mycobacterium phage Mosby,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KF751795,Campylobacter phage CJIE4-3,Campylobacter jejuni subsp. jejuni 00-2425,GCF_000468915.2,Campylobacter jejuni subsp. jejuni 00-2425 strain=00-2425,1357994,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,
KF841476,Mycobacterium phage Melvin,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ194583,Mycobacterium phage Numberten,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ538722,Mycobacterium phage HH92,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ538723,Mycobacterium phage KingVeVeVe,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ567041,Mycobacterium phage Zapner,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ567044,Mycobacterium phage EmpTee,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ567045,Mycobacterium phage Emerson,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ595575,Mycobacterium phage Willis,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ829260,Mycobacterium phage YungJamal,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KM233455,Mycobacterium phage Farber,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KM347890,Mycobacterium phage Vivaldi,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KM363597,Mycobacterium phage Zonia,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KM408320,Mycobacterium phage Lasso,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KM463009,Mycobacterium phage Power,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KM591905,Mycobacterium phage RonRayGun,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KM592966,Mycobacterium phage QuinnKiro,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KM923970,Mycobacterium phage Gomashi,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP017310,Mycobacterium phage Phoxy,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP017311,Mycobacterium phage Spike509,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP027195,Mycobacterium phage Cosmo,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP027197,Mycobacterium phage FluffyNinja,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP027198,Mycobacterium phage Gadost,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP027203,Mycobacterium phage Treddle,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP027204,Mycobacterium phage Thor,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP027207,Mycobacterium phage Chandler,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP027208,Mycobacterium phage Pipsqueak,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP027209,Mycobacterium phage Sigman,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KP209285,Staphylococcus phage phiNM4-gamma4,Staphylococcus aureus subsp. aureus str. Newman,GCF_000010465.1,Staphylococcus aureus subsp. aureus str. Newman strain=Newman,426430,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,
NC_003158,Natrinema virus SNJ1,Natrinema sp. J7-1,GCF_000493245.1,Natrinema sp. J7-1 strain=J7-1,1172566,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema sp. J7-1,
NC_004584,Streptococcus phage 315.1,Streptococcus pyogenes MGAS315,GCF_000007425.1,Streptococcus pyogenes MGAS315 strain=MGAS315,198466,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,
NC_004585,Streptococcus phage 315.2,Streptococcus pyogenes MGAS315,GCF_000007425.1,Streptococcus pyogenes MGAS315 strain=MGAS315,198466,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,
NC_004586,Streptococcus phage 315.3,Streptococcus pyogenes MGAS315,GCF_000007425.1,Streptococcus pyogenes MGAS315 strain=MGAS315,198466,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,
